Filename,Chroma_Frequencies,Spectral_Centroid,Spectral_Bandwidth,Spectral_Rolloff,Zero_Crossing_Rate,RMSE,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,Label
canonaki.au,-1.85456135,-0.059421485,-0.330615902,-0.299992683,0.451943672,1.958171858,1.33443864,-0.121232106,-0.906852807,-1.325791711,-1.20514997,0.889995846,2.085547962,0.199626597,-0.231942149,-1.634413243,0.067716302,-0.283386855,0.969488173,0.592773117,1.28174106,0.137627049,0.417981381,-0.637768855,-0.55214752,-0.922732667,0
caravan.au,0.928093082,-2.056953011,-2.148753125,-1.680648347,-1.489693197,0.500163338,-0.126600576,2.748910678,-0.648888442,2.529168001,-0.160599009,0.810367048,1.924110791,-0.949286165,0.763727041,-1.903604106,-0.543415401,-1.314638118,0.69959907,-1.405406708,-0.64552128,-1.091988215,0.014989042,-0.231274775,0.109195397,-0.465352122,0
chaka.au,-0.329767606,0.515449669,0.658358163,0.690474073,0.224074648,2.491140845,2.022613277,-0.444969287,0.340814539,-0.175088717,-0.310577123,1.3640766,-0.377818734,0.064400195,0.386439858,-0.372370432,0.274088543,-0.143347451,-0.425968979,-0.571799205,0.288842239,0.043353058,0.877418803,0.469749906,0.218101094,0.141324544,0
classical.au,-0.766238758,-1.273039861,-0.699938956,-1.145845034,-1.315298366,-0.758743505,-0.882214176,0.986370868,0.413947009,0.095357532,-1.032985841,0.384375065,-0.319658693,-0.119599481,0.053384893,-0.373136681,-0.577436436,-0.396747131,-0.801551078,-0.656428698,-0.489105802,-0.708941876,-0.300787167,-0.084792322,-0.779070461,-0.774270521,0
classical1.au,-1.347171673,-1.551990204,-1.173096867,-1.336481294,-1.187600287,-0.872187519,-1.037432621,1.439833378,-0.013086327,0.887877949,-0.495670871,0.028801167,1.110032921,0.814624151,1.346187063,0.556951698,-0.590531705,-0.44203597,-0.356265534,-0.488034123,0.409070842,0.785245314,0.748726952,0.649903967,0.741955451,0.523688102,0
classical2.au,-2.023913705,-1.635743896,-1.46222595,-1.68305051,-0.944814935,-0.642735074,-0.790227853,1.930086137,0.230367404,-0.854268628,-1.044687806,0.115692272,0.046441746,-0.117375788,0.257475999,0.508672916,0.100182607,0.019587097,-0.640916588,-0.165564927,0.242444996,0.208763108,0.204285026,0.166500602,-0.300494268,-0.281395086,0
copland.au,-0.349086818,-0.559646321,-0.573366053,-0.696758119,0.075129994,0.762980703,0.435832766,-0.004482545,-1.047136687,0.870800037,1.018764721,-0.616489915,0.359763768,0.741716304,0.902600902,1.644165271,0.548362813,2.273532911,1.892125512,1.996769164,2.191134697,2.157420824,2.067262664,1.957223885,1.458109665,0.810063997,0
copland2.au,-1.538709632,-1.730763774,-1.642241263,-1.659541151,-1.117232186,-0.603011919,-1.155344848,1.853189157,0.28860184,-0.235259313,0.067333319,-0.014359046,1.04083424,-0.272686797,0.485694031,-0.768215706,-0.430734621,0.324323277,0.993142623,-0.415811935,-0.410140205,-0.536369573,0.191854819,-0.264201405,0.193216644,-0.40707175,0
corea.au,-1.977967328,-2.17967053,-1.751108639,-2.297305212,-1.626424549,-0.108141306,-1.665103653,2.10838136,2.018994476,-0.558753944,-0.853263448,-0.773080248,-0.280335541,-0.338379774,-0.815914508,-1.816617625,-1.420363524,-1.427236224,-2.417613074,-1.945502064,-0.886559398,-2.961137034,-1.123086623,-0.502899818,-0.689924369,-0.91012577,0
corea1.au,-1.451006941,-0.629137618,0.61860808,-0.339091876,-0.877775928,2.21268316,1.243848097,0.539424945,1.881683134,-2.042513724,-1.368987873,0.183794465,1.009743564,1.004634482,1.119932795,-0.698352377,0.514633242,1.664333742,1.84311537,-0.055917691,-0.145369491,-1.037999315,-0.459119368,0.885680215,0.753801622,-0.034000991,0
cure.au,0.166443017,-0.037877903,0.196889096,0.150610295,-0.085491333,-0.268168699,0.640436197,-0.044077844,-0.078456062,0.944021174,-0.551327394,0.643126569,2.049113277,0.661008796,0.019482909,0.737770564,1.492908599,0.11634482,0.525168085,0.087518088,0.079556547,-0.804770142,-1.17892306,-0.329559899,-0.788227818,-1.009972235,0
debussy.au,-1.487620147,-1.510314694,-1.678170014,-1.482577148,-0.698084359,-0.150194911,-0.305845711,2.17753014,-0.436380021,-0.708431062,-0.63096799,-0.004626187,0.169945509,-0.827985911,-1.083604865,-1.010658411,-0.27333258,-0.34141924,0.530457972,-0.821392064,0.206567037,0.154025843,0.447259256,-0.540408101,-0.380908553,-0.386585232,0
deedee.au,-0.119768687,-0.437220743,0.423624245,-0.106448905,-0.797301294,0.480018982,0.260954801,0.106315353,1.101978055,0.224621254,0.099303107,1.377870542,1.236756398,0.034995087,2.341298846,0.283032334,0.674087493,0.033753752,-0.57439705,-0.437428515,-0.429394608,0.40308327,1.624662779,1.506041288,0.128488482,-0.346740388,0
deedee1.au,-0.153636767,-0.025237092,1.015412221,0.498418668,-0.732637372,-0.16258223,0.190236718,-0.221178245,1.38919049,0.007108936,0.029135232,1.232544842,0.974042319,-0.187583342,1.092616134,0.434347868,0.572268507,0.296901482,-0.104681425,-0.278471353,-0.24471059,-0.739311711,-0.515740896,-0.043859816,-0.511932139,-0.008060449,0
duke.au,-0.569595268,-1.606175945,-2.025698977,-1.378730299,-0.935572973,0.177626895,-0.367593839,1.675163219,-1.210130549,2.815370536,2.478386579,0.953868702,1.582759859,-2.454366402,0.559109641,-2.342802954,-0.264185732,0.508311616,0.279956122,-0.375617416,-0.873199226,-1.371020572,-0.118612577,-1.416495708,-0.21136634,-0.913156556,0
echoes.au,-0.41339552,0.183475951,-0.502002025,-0.294779918,0.858401192,-0.026168742,0.346257027,-0.29610856,-1.302201515,0.986703698,0.219794897,-2.685072773,-0.924781697,-0.477298387,-2.920623992,0.440125701,0.054318919,-0.536886348,2.443228915,3.354446626,1.30840682,1.361407412,1.845975818,1.892832777,1.298232539,1.86913375,0
eguitar.au,-0.532058053,0.925128283,1.240595628,1.279246457,0.374659006,-0.860435979,0.475927368,-0.844085067,0.62971732,-0.209874454,-0.826427631,1.131682941,0.524788687,0.369014989,0.463313627,0.363852774,0.568528161,0.451586632,0.272047311,0.018730723,-0.436774893,0.219540076,0.529989826,-0.260451711,0.376189632,1.088893117,0
georose.au,1.032324171,1.061316135,2.484445351,2.280782549,-0.683426408,-0.322094764,0.248968554,-1.103298798,2.314916354,-0.101116311,0.670091298,1.239259238,1.910631993,1.419490746,0.636712149,0.045916936,0.313512602,0.37678817,-0.196078564,0.97033631,-0.036423429,0.680448769,0.105663109,0.067210989,0.056796419,-0.019648537,0
gismonti.au,-1.477678086,1.282179773,2.547732166,2.432395764,-1.081705288,-1.357321317,-1.958477783,-1.829758923,1.562590314,0.062038945,2.708023578,0.531226168,-0.112327322,-0.471061409,0.870528272,-0.582994135,-0.485728953,-0.499411811,2.469436804,0.990867778,-2.696205123,-0.805083735,-1.11014016,-0.371564332,1.796019963,-2.630157865,0
glass.au,-1.940587887,-0.37099898,-0.437129413,-0.531348039,-0.145723088,0.437150768,0.541717701,-0.065439798,-0.926813973,1.433228001,0.002751228,-1.998319344,-1.042095261,-1.34361644,-1.199787055,0.469639946,-0.70404132,0.535519145,2.365216443,2.375689344,1.760384999,1.868076385,2.877100376,2.589460026,2.046565311,1.639808457,0
glass1.au,-0.292130048,-0.552670298,-0.120220672,-0.28737267,-1.159268207,1.13518601,0.967897973,0.611745128,0.945304455,0.325220219,-1.607263978,1.670028271,-0.483735168,0.284143647,0.363970075,-0.858140677,-0.204094294,-1.196071048,-0.677000036,-0.823036668,-0.727891249,-1.635054928,-1.797286998,-1.943451178,-1.763130178,-1.584551755,0
gravity.au,-0.301828297,0.91439314,1.085351188,1.09054162,0.448246887,0.726504448,1.145728279,-0.777250518,0.742247613,-0.484297839,-0.84347225,0.931388572,0.324764342,-0.397981534,-0.276607162,-0.725950003,-0.049444459,-0.78317802,-0.119695102,-0.980812966,-0.841420672,-0.086819451,0.071203942,-1.278591185,-0.715021397,0.818151429,0
gravity2.au,-2.151503341,0.67428831,1.131802888,1.065536965,0.906916524,3.637583911,1.905742612,-0.908512232,1.453457317,0.417074286,-0.03888272,1.576813397,0.281429139,-0.184397588,0.662307636,-1.435231441,-0.857575015,-0.511716239,-0.075426521,-2.006139401,-0.716847068,-0.031868863,-0.081786748,-1.710195981,-1.416055388,0.84870408,0
guitar.au,-2.252737593,-2.48801616,-1.8936417,-2.533935637,-1.776054897,-0.814250199,-2.478662646,2.178486728,1.831143107,0.023946552,1.100435799,0.543462093,1.074038586,0.226863896,0.082473751,-0.826320271,-1.319709628,-2.30847297,-1.703123342,-1.290467476,-0.742657079,-1.210056901,-0.070200586,0.580375753,1.986468575,1.950719674,0
hendrix.au,0.829934234,-0.74447417,-0.772426044,-0.61012793,-0.108417362,0.750150414,1.188720797,0.852361509,-0.406623775,2.284547325,-0.779838743,0.988690265,-0.53253452,1.570653242,1.179998247,0.366646181,-0.904966877,-0.12151172,0.140122179,-0.788563537,0.010540704,-2.279484998,-0.711359503,-1.893062449,-1.477187489,0.520741769,0
ipanema.au,-1.147189113,0.274846336,0.163915595,-0.025107629,0.40615124,0.15019643,0.586282655,-0.41597264,-0.644339282,0.446711273,0.544348265,-1.541986675,-1.041518405,-1.939680183,-2.598001203,-1.874338858,-2.094638577,-0.665791766,-1.389677145,0.517502684,2.154333255,0.367569872,2.552700558,1.462782125,1.247692267,1.847927372,0
jazz.au,-0.714249176,-0.430752196,-0.126717155,-0.426040508,-0.381949628,-0.30377299,0.238025911,0.283245625,-0.351338769,-1.057396175,0.471302307,1.150539845,0.906935836,0.350037082,1.182821653,0.718073753,0.2465985,0.331961269,-0.102993029,-1.414889569,-1.037227904,-0.06183022,0.247188721,0.590520406,-0.016850511,0.059741971,0
jazz1.au,-0.030963933,0.736841606,1.155922843,1.046555027,-0.009120925,-0.63147798,0.45302229,-0.924525543,0.68813167,0.811251241,-0.714481401,0.631118097,1.655115424,0.771438768,0.1395043,1.927118045,1.464608389,0.012582252,0.371953198,0.060986457,-0.227662589,-0.336050196,-0.226566245,-0.495160338,-0.069723047,0.066601898,0
led.au,0.93850953,1.173108277,-0.806339422,-0.179372224,3.075180217,1.213174166,1.896394514,-1.351448369,-2.828206679,0.602660074,0.299468541,-3.641349157,-0.731753811,-2.213749964,-1.430107629,0.159771955,-1.008097555,1.051201897,-0.520786813,-0.080023182,1.886152039,1.22399549,2.497555962,0.585995638,4.236574747,-1.896235391,0
loreena.au,-1.113632736,-0.501191418,-0.59184352,-0.555965024,-0.258534652,0.21880776,0.772446369,0.394509553,-1.238157452,0.045897703,-0.655075961,-1.827617947,-0.30825281,-1.499299258,-1.648396724,0.452898681,-1.717545568,-0.351415982,1.791430531,1.043197108,2.177811728,2.7239814,1.944126623,2.078556294,2.541467142,2.042737214,0
madradeus.au,-1.501090862,-0.643501725,-0.924080187,-0.93525074,-0.140446226,0.796351836,0.92144197,0.633896931,-1.371779348,-0.010798963,0.492302468,-2.093147587,-2.301214202,-1.802119685,-2.224855396,-2.042644763,-1.88388637,1.10478675,-0.85223483,-0.328590979,1.874450568,1.23242578,1.787127243,1.893334129,1.28000118,1.071577869,0
magkas.au,-1.271579305,0.182638432,-1.063583148,-0.610709434,1.683440095,1.751918082,1.169354718,-0.339241875,-2.419102385,-0.657238411,0.089892474,-2.24045947,-1.147298902,-1.48134659,-0.580977022,1.870988667,0.129815979,-0.500090249,-1.776169038,0.183092771,1.770308082,1.25188144,1.612931795,1.013057431,2.05045535,2.199104485,0
march.au,0.307675019,-0.750473764,-0.226663167,-0.415545753,-0.836912543,-1.317886875,-0.743592701,0.772693923,0.072845544,0.113334826,-1.080231958,0.886116555,0.415688507,-0.119134387,0.080642069,-0.39755031,0.40247137,0.387115096,-0.291796892,-0.29112622,-0.49609774,-0.362119119,0.017419371,-0.362937874,-0.08993622,0.539465897,0
marlene.au,-1.053489759,-0.773640461,-0.580556004,-0.814699508,-0.440780183,-0.188422526,-0.174397933,0.791032946,0.642951035,-0.203999294,-1.235591462,-0.523070198,-0.930614834,-1.458391288,-0.721053637,-1.66644302,-1.80358849,-1.373626581,-1.260073883,0.189168443,-0.722602824,-1.081651465,-0.896809841,-0.226995476,-0.659426554,-1.607776548,0
mingus.au,-1.790519731,-0.943560189,-0.286759093,-0.631698944,-0.868315339,1.85958273,0.59561862,0.280279057,1.061650251,1.058817956,-0.881450754,0.853672127,0.624069268,-0.279127211,0.365421912,-0.236857798,-0.527403771,1.062702448,-1.684797865,-0.59712721,0.039524584,0.147899157,0.51831554,0.157516126,-0.066014911,0.161167494,0
mingus1.au,-0.43078644,-0.896713838,-0.037459916,-0.525553771,-0.893884767,2.243063436,0.805978877,0.25069635,1.172800123,1.584795894,-0.306607936,0.51095746,1.372788802,-1.031555011,0.861993399,1.212804233,-0.842792999,1.896462249,-1.28765033,1.135912606,0.994031025,0.310148901,-0.287622801,-2.11892052,-1.1003076,0.817876665,0
misirlou.au,-0.807021532,-0.94356459,-0.39266857,-0.613907703,-0.471189219,-0.764945318,-0.476582599,1.206216835,0.181419431,-0.280787407,-0.163297946,1.305830524,1.018413503,0.477088884,0.216348641,-0.548781122,-1.08461324,0.729734411,0.805435472,-0.334112091,0.664699677,-0.420965705,-0.262368908,-1.424431106,2.68985581,-1.564009205,0
moanin.au,-1.192011649,-1.312095995,-0.802098825,-1.25824137,-1.436288569,-0.602450357,-1.228256494,0.878413767,0.114379562,-1.152739104,0.315764702,0.245173863,-0.666143418,-0.900036607,-1.025310412,-1.718586036,-0.584443139,-0.9761996,-0.441766528,0.461804121,-0.213178888,-0.677834054,0.578098078,0.031504288,-0.252309348,0.946623843,0
narch.au,0.029604754,-0.675635361,0.394841011,-0.250973315,-1.016594174,0.597503538,1.052201269,0.635485242,1.219092673,-0.44032856,-1.087811497,0.238883353,0.331400092,0.164870658,0.725850872,-0.114608752,-0.40230784,0.387271389,-0.119533758,0.356035878,-0.51064045,-0.159561321,-0.108936706,0.011861764,-0.113517505,-0.013888815,0
ncherry.au,0.480690958,0.973537864,1.752526419,1.645642177,-0.476823835,2.753478076,1.680260535,-1.223343184,1.854952118,0.340774532,-0.266424245,1.840850249,0.635440077,0.894820306,0.917143925,2.135674455,0.928245241,2.001865894,2.390848526,2.320689863,1.296641937,0.127218469,-0.922426221,-1.100166358,-0.288972145,-0.650060772,0
nearhou.au,0.096500168,0.798527935,1.391288064,1.261448294,0.238434471,1.644613978,1.987270563,-0.735479805,0.741564607,-0.678545148,1.465520272,0.849897664,-0.966653699,0.860968511,1.212485189,1.159493945,-0.511331466,-1.063137104,0.330211755,-1.788620236,-1.292248394,-1.736147138,-1.757800684,-2.060012534,-1.823509028,-0.566035538,0
opera.au,1.210902522,-0.755784595,-0.533602635,-0.798957375,-0.42538685,0.81696013,0.149188994,0.078853786,-0.653350928,0.80504015,1.471576601,-0.639764084,0.010353594,2.078844462,1.889278368,0.081099781,0.987058093,2.168544257,0.589211734,2.297593025,3.071487446,2.918213741,1.949398155,0.88072636,2.128934752,3.112102505,0
opera1.au,-1.468204862,-1.250656948,-1.537685156,-1.131632809,-0.663690347,0.717441795,0.20626381,1.634961508,-0.885553773,-0.61779004,-1.175988696,-1.910585805,1.722268118,-0.412675616,-2.511877493,-1.111769384,0.043122602,-2.899792615,0.754535414,0.635974589,-0.772560107,-1.269388174,0.697740759,-0.400620391,-1.190405703,0.370411932,0
pop.au,-0.828629416,-1.152339208,-1.02237009,-0.944942467,-0.705338802,1.345331007,1.094198486,1.362632669,-0.274644627,0.676463307,-0.910164439,1.33854379,1.055368018,0.694291287,1.259315598,-0.157964433,-0.104823006,-0.774110168,-0.882938523,-1.166552902,-1.038920049,-0.760601139,-0.876181924,-0.219054957,-0.387766633,0.055396126,0
prodigy.au,0.363204358,1.106242204,1.290137125,1.312675991,1.032378644,0.460680028,1.676040427,-0.56292802,0.968766746,-0.901482762,-1.703004459,0.515716542,0.994066159,0.788673462,1.314325964,1.457236357,1.304519273,1.860904652,0.843488311,-0.328010539,-0.191192586,0.194714215,-0.861064427,0.17826142,1.489208688,0.55350327,0
redhot.au,0.879513451,0.889395751,0.830975605,0.871570905,0.672717253,0.726260387,1.600136188,-0.972118496,-0.046071579,1.608940778,1.410926301,1.005202734,1.183903194,1.040574987,0.50207761,-0.134426755,0.9904847,-0.469756491,-0.983236342,-1.073702429,-1.48233989,-1.206566014,-0.577415317,-0.645894398,-0.933164851,0.403601464,0
rock.au,1.122502983,0.842791407,0.472740213,0.555482169,1.381555874,-0.118901514,1.378014868,-0.849868167,-1.196971134,-0.463886687,2.044937624,1.533182255,0.138578552,1.041201241,1.225931587,0.004398193,0.629088918,-0.594052687,0.59982864,-1.234218493,-0.234809361,-1.763344654,0.139952024,-0.482552462,-0.966879808,-0.450269413,0
rock2.au,0.188598731,0.242852715,0.786587205,0.603656972,-0.105088268,-0.304479547,0.978056439,-0.011140559,0.696590975,-0.291410652,-0.960200723,0.628696553,0.138833742,0.053343343,0.060946801,-0.222576651,0.811460976,-0.556564838,-0.601653899,-1.535138106,-1.777677074,-0.47637148,-1.70981895,-0.939832923,-2.436984915,-0.391830267,0
russo.au,-1.505712614,-0.781647108,0.25858791,-0.522909314,-0.99018005,0.349892951,0.188821435,0.355760205,1.275727338,-0.219808921,0.217456702,0.409485117,1.013121985,0.18299844,1.234881402,-0.168478812,-0.139539372,0.307709262,-0.415930289,-1.69316822,-0.862781051,0.653343474,1.996341761,1.818438057,0.903840962,0.178236086,0
tony.au,-0.752806899,0.455741083,1.083712064,0.811281444,-0.262758129,0.383214607,0.923312837,-0.934610154,0.852385828,1.220815235,0.030231627,0.789712582,1.425074475,0.556008752,0.70109648,1.549966722,2.557320888,0.724713448,0.47157546,0.122898082,0.628157477,-0.46720164,-0.430755036,-1.2149337,-1.052854399,-2.447875121,0
u2.au,0.159464275,0.100949447,0.50242131,0.107302123,-0.056215182,0.784804864,1.701413802,0.057226722,-0.284809275,-0.951482738,0.939512398,0.281007528,-0.320735843,0.104521085,0.970244792,0.093347268,0.538292315,0.53776455,0.849074979,-0.895500135,-0.404440675,-0.050268878,0.424554215,-0.128491996,-0.240930109,-1.293422336,0
unpoco.au,-0.937769194,-0.035993024,0.144422233,0.173545073,6.14E-05,0.547413335,0.870249613,0.353001341,0.70175408,-0.106702322,-2.054650555,0.629558376,-2.125930832,-0.61285152,-1.467654711,-0.952916484,-1.638458307,-0.521142465,-1.526386795,-1.583451628,-1.708095807,-1.69938665,0.553982323,-0.570709542,-0.36878576,1.819894078,0
vlobos.au,-2.003205277,-1.440842139,-1.940843748,-1.464834366,-0.382466383,0.271131122,0.006998812,2.10820549,-1.101128044,-0.427647437,-1.491654606,-0.792163412,0.308116703,-0.780357039,0.553239053,-1.521527644,-2.298679804,-2.280444189,-0.699848707,-0.389598215,-0.572528946,-1.145192089,-0.242289982,-0.996025378,-1.519882335,-1.789414079,0
winds.au,-0.780185995,-1.214173236,-0.936326584,-1.104405981,-0.664684106,0.016901155,0.138349759,1.472570787,0.443923781,-0.55206416,-0.513690225,0.410734869,0.350086201,-1.127867369,-0.209344263,-0.549757129,-0.017209331,0.672153537,0.775266651,-0.587484194,-0.292986483,-0.964607963,-0.484672424,-0.162890811,-0.668490307,-1.089342483,0
acomic.au,0.851487464,-0.130461547,0.324999935,-0.001861331,-0.647810072,-0.522056203,-0.07892046,0.135030973,0.334114015,-0.769079487,-0.809148328,-0.633458693,0.322081586,-1.078497782,-1.429986507,-0.08775041,-1.236814785,-1.737038751,0.492412389,-1.562849481,-0.259353305,-0.312379452,-1.251067016,-0.142717276,-0.341917444,-0.433247033,1
acomic2.au,1.621214492,-0.35658438,0.700172256,-0.013456789,-1.436338257,-1.15844007,-1.851856067,-0.212798062,1.373874993,-0.071861345,0.700829413,0.893597612,0.617526371,-0.247478444,0.251445485,0.110594572,-0.732003226,-0.396618237,0.405180865,-0.648318646,0.444021606,-0.181615253,-0.326637177,0.370072123,0.036406196,-0.069501542,1
allison.au,1.400063421,0.519817627,0.442370337,0.39465489,-0.071767516,-0.079639191,-0.027874371,-0.792782665,-0.071235407,-0.12249227,0.62941497,0.017848185,-0.389773564,0.128297172,0.959136604,2.595307954,-0.739391083,1.787248254,2.196965992,-0.206239188,1.098093189,1.150460259,1.014383964,2.067258444,0.333228159,1.714175547,1
amal.au,0.569945761,1.348238693,1.143857514,1.378074376,1.463769587,-1.17373105,-0.480815066,-0.948951394,0.297800109,-1.070126495,-0.786505993,0.388664638,-1.363189048,-0.960853105,0.567898393,-1.075767767,-0.855666903,0.200415831,-1.203305556,0.105498967,-0.549983868,-0.169161914,0.235717184,0.080140482,-0.459389343,0.826746319,1
austria.au,1.797468304,1.266574818,1.182988835,1.325074478,0.853611271,-0.648331505,-0.202262963,-0.914488162,0.468768795,-0.522311341,0.299855531,0.11294343,-0.482167114,0.1735317,-0.287621445,0.107114689,0.096164869,0.295448622,-0.788895805,0.043648589,0.050454768,0.181538942,0.234299133,0.970345207,-0.099979395,1.516296882,1
bathroom1.au,0.101060006,-0.515280337,-0.932389392,-0.678489215,-0.401387561,-1.274702102,-1.705730262,0.776973515,-1.179691136,-0.543874773,1.162540693,-0.752090181,-0.572993117,1.755776104,-0.173760294,-0.331612979,1.103633596,-1.246609781,0.335314152,0.50278896,-0.919846905,-0.156158378,0.109116273,-0.53488261,-0.059371162,0.021591197,1
chant.au,0.472105021,-0.558477341,-0.819271002,-0.720129026,-0.299358287,0.212721543,-0.214044888,0.495247108,-1.263790557,-0.301046647,1.558187087,0.028737289,0.164326172,1.337492697,0.083695846,0.119639775,1.372588889,0.261046295,0.359448044,0.641992695,0.368330877,0.904233484,0.281013144,-0.015327144,0.705002683,0.23670981,1
charles.au,1.450939837,0.066618444,0.490767031,0.234658331,-0.386560672,0.152524994,0.073767892,-0.163214959,0.170307035,-1.165577747,0.658306232,0.011101988,0.097648366,0.409688564,-0.535468704,1.767933839,1.383781357,0.968276475,0.999902145,1.625079269,1.211303197,1.600127718,0.074620908,1.752982338,0.814799347,0.521866764,1
china.au,1.130637163,1.550030626,1.078801774,1.403349015,1.824096796,0.643639064,0.21840358,-1.051766512,0.065405723,-1.495383248,-0.607492371,-0.587864913,-0.348730563,-0.477797268,-0.585890083,0.999258863,-0.891419516,-0.34814569,-0.715144742,-0.278131877,-0.226798314,-0.127172283,-0.165872991,0.730114091,-0.412088269,0.072688507,1
comedy.au,0.576603406,1.006948775,0.119907616,0.394980255,1.727682262,0.386122705,0.990001186,-1.095740559,-1.494046653,-0.623130923,-0.089574734,-1.924660933,-1.924229296,-1.439806838,-0.973723927,-1.661452848,-1.524946171,0.690778657,-0.328273322,0.093651558,2.604988681,-0.22327458,2.045729475,0.468862692,1.429393501,-0.433988426,1
comedy1.au,-0.125152618,0.961867767,0.084554473,0.383052509,1.497199652,0.495411913,0.830605833,-1.019965077,-1.434252706,-0.609598236,-0.365102591,-1.453281588,-1.620122638,-1.462371282,-0.153728857,-1.496747135,-1.501103594,0.736970898,-0.030042928,0.500865507,2.048907849,-0.114796445,1.61915888,0.31203728,0.784955119,-0.296549232,1
conversion.au,1.015754782,1.566887463,1.595420918,1.787279836,1.420213114,-1.444307893,-0.820176688,-0.886701731,0.88992274,-1.044727223,-0.834975371,0.43323152,-0.707401519,-0.594010644,-0.4789638,-0.183230589,-1.070758183,-0.745194355,-1.088491483,-0.898474769,-0.397902282,0.542307012,-0.549028264,0.058277503,-0.403142555,0.45236247,1
